59,E11,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.060,0.775,1.451,30.006,30.239,0.275,13.278,13.362,0.182,0.105,-0.085,TRUE,0.357,TRUE,3,24,Amp,,0.989,N
60,E12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.972,16.877,0.130,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.981,N
60,E12,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.060,0.775,1.451,30.542,30.239,0.275,13.571,13.362,0.182,0.105,-0.085,TRUE,0.357,TRUE,3,24,Amp,,0.991,N
61,F1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.626,17.631,0.021,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.984,N
61,F1,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.982,1.018,29.115,29.126,0.031,11.489,11.494,0.010,0.006,0.000,TRUE,0.138,TRUE,3,24,Amp,,0.971,N
62,F2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.613,17.631,0.021,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.980,N
62,F2,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.982,1.018,29.101,29.126,0.031,11.488,11.494,0.010,0.006,0.000,TRUE,0.138,TRUE,3,24,Amp,,0.969,N
63,F3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.655,17.631,0.021,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.981,N
63,F3,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.982,1.018,29.161,29.126,0.031,11.506,11.494,0.010,0.006,0.000,TRUE,0.138,TRUE,3,24,Amp,,0.969,N
64,F4,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.655,16.585,0.138,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.975,N
64,F4,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.414,2.961,3.937,26.318,26.308,0.060,9.663,9.723,0.083,0.048,-1.771,TRUE,0.138,TRUE,3,22,Amp,,0.994,N
65,F5,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.426,16.585,0.138,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.973,N
65,F5,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.414,2.961,3.937,26.243,26.308,0.060,9.817,9.723,0.083,0.048,-1.771,TRUE,0.138,TRUE,3,22,Amp,,0.996,N
66,F6,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.675,16.585,0.138,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.972,N
66,F6,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.414,2.961,3.937,26.363,26.308,0.060,9.688,9.723,0.083,0.048,-1.771,TRUE,0.138,TRUE,3,22,Amp,,0.996,N
67,F7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.829,17.785,0.063,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.975,N
67,F7,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.401,0.348,0.462,30.647,30.598,0.139,12.819,12.813,0.082,0.048,1.318,TRUE,0.138,TRUE,3,26,Amp,,0.966,N
68,F8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.713,17.785,0.063,,,,,,TRUE,0.150,TRUE,3,13,Amp,,0.979,N
68,F8,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.401,0.348,0.462,30.440,30.598,0.139,12.727,12.813,0.082,0.048,1.318,TRUE,0.138,TRUE,3,25,Amp,,0.966,N
69,F9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.814,17.785,0.063,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.979,N
69,F9,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.401,0.348,0.462,30.705,30.598,0.139,12.892,12.813,0.082,0.048,1.318,TRUE,0.138,TRUE,3,26,Amp,,0.971,N
70,F10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.873,18.058,0.367,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.973,N
70,F10,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,32.714,27.680,38.662,24.233,24.520,0.446,6.361,6.463,0.097,0.056,-5.032,TRUE,0.138,TRUE,3,20,Amp,,0.961,N
71,F11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.820,18.058,0.367,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.980,N
71,F11,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,32.714,27.680,38.662,24.294,24.520,0.446,6.474,6.463,0.097,0.056,-5.032,TRUE,0.138,TRUE,3,20,Amp,,0.967,N
72,F12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.480,18.058,0.367,,,,,,TRUE,0.150,TRUE,3,13,Amp,,0.977,N
72,F12,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,32.714,27.680,38.662,25.034,24.520,0.446,6.554,6.463,0.097,0.056,-5.032,TRUE,0.138,TRUE,3,21,Amp,,0.965,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type,Multiplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogenous Control,B2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ Min/Max Confidence Level,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Sample,Veh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
